,id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,year
456,5584,Aaron Wan-Bissaka,7,630,0,0,0,0.219369676,0,3,1,0,D,Crystal Palace,0,0,1.691152595,1.668186568,2017
457,5593,Thomas Edwards,6,486,0,0.01441098,0,0.575575173,1,1,0,0,D,Stoke,0,0.01441098,1.218641616,1.218641616,2017
458,5706,Dodi Lukebakio,1,14,0,0.018867554,0,0.081143498,1,2,0,0,S,Watford,0,0.018867554,0.041429643,0,2017
459,5767,Fousseni Diabate,14,575,0,0.588128014,1,0.388535993,6,7,1,0,F M S,Leicester,0,0.588128014,2.970938049,2.142699655,2017
460,6027,Jairo Riedewald,12,421,0,0.038042326,0,0,1,0,0,0,D M S,Crystal Palace,0,0.038042326,0.605365584,0.567323258,2017
461,6029,Tommy Smith,24,1911,0,0.159171439,1,1.928782159,8,15,7,0,D S,Huddersfield,0,0.159171439,3.590981618,3.094814435,2017
462,6030,Zanka,38,3420,0,2.267965272,2,0.884545737,13,9,6,0,D,Huddersfield,0,2.267965272,5.246709806,4.033275609,2017
463,6031,Christopher Schindler,37,3269,0,0.7634112,1,2.446706095,10,9,6,1,D,Huddersfield,0,0.7634112,4.53816669,3.743956961,2017
464,6032,Chris Löwe,23,1598,0,0.349668405,0,0.373335872,8,5,1,0,D S,Huddersfield,0,0.349668405,3.301322022,3.062931427,2017
465,6034,Philip Billing,16,755,0,0.123022977,0,0.515921775,7,2,3,0,M S,Huddersfield,0,0.123022977,1.333096467,1.193539435,2017
466,6035,Collin Quaner,26,1255,0,1.350244042,4,2.532939903,16,17,4,0,M S,Huddersfield,0,1.350244042,4.634308776,2.86391864,2017
467,6037,Danny Williams,20,1108,0,0.303008016,0,0.235948902,12,4,2,0,M S,Huddersfield,0,0.303008016,1.872202695,1.469663965,2017
468,6039,Michael Hefele,2,30,0,0,0,0,0,0,1,0,S,Huddersfield,0,0,0,0,2017
469,6040,Scott Malone,22,1116,0,0.654252616,1,0.492424996,8,10,3,0,D S,Huddersfield,0,0.654252616,2.885492687,2.068232154,2017
470,6044,Charlie Taylor,11,950,0,0,0,0.155105384,0,4,3,0,D S,Burnley,0,0,0.974425264,0.81931987,2017
471,6045,Davy Klaassen,7,246,0,0.046912814,0,0.09614154,2,2,0,0,M S,Everton,0,0.046912814,0.368174493,0.225120135,2017
472,6046,Bruno,25,2022,0,0.062165225,0,0.595052738,2,9,3,0,D S,Brighton,0,0.062165225,2.648378666,2.363127122,2017
473,6047,Shane Duffy,37,3296,0,2.228687217,1,1.222408256,28,8,8,0,D,Brighton,0,2.228687217,2.85584078,2.801867427,2017
474,6050,Davy Pröpper,35,3122,0,1.792492059,4,1.433048295,36,20,2,1,M,Brighton,0,1.792492059,7.106947677,4.563934213,2017
475,6051,Dale Stephens,36,3240,0,0.765393393,3,2.108913222,19,17,6,0,M,Brighton,0,0.765393393,7.675400568,5.764904315,2017
476,6052,Jamie Murphy,4,166,0,0.058501456,0,0.009253172,1,1,0,0,M S,Brighton,0,0.058501456,0.067754626,0.009253172,2017
477,6054,Ederson,36,3195,0,0,0,0.032625083,0,1,0,0,GK,Manchester City,0,0,8.560575979,8.5279509,2017
478,6055,Phil Foden,5,41,0,0,1,0.489607468,0,2,0,0,S,Manchester City,0,0,0.864110813,0.374503344,2017
479,6067,Terence Kongolo,13,1043,0,0.155506678,0,0.167850561,2,3,0,0,D S,Huddersfield,0,0.155506678,1.427577318,1.259726751,2017
480,6080,Victor Lindelöf,17,1280,0,0.012279543,0,0.218811274,1,2,1,0,D S,Manchester United,0,0.012279543,3.081313947,2.862502674,2017
481,6105,Gaëtan Bong,25,2243,0,0.052268226,0,0.526547478,4,9,2,0,D,Brighton,0,0.052268226,2.628678258,2.277553342,2017
482,6249,Davinson Sánchez,31,2535,0,0.571286858,0,0.125187682,9,4,1,1,D S,Tottenham,0,0.571286858,7.701586965,7.640087593,2017
483,6276,Nikola Vlasic,12,572,0,0.325458052,0,0.836945608,5,12,0,0,M S,Everton,0,0.325458052,1.804625735,0.878168659,2017
484,6283,Levi Lumeka,1,22,0,0.078006163,0,0,1,0,0,0,S,Crystal Palace,0,0.078006163,0.078006163,0,2017
485,6296,Abdelhamid Sabiri,5,215,0,0.24028731,1,0.1478405,5,2,1,0,M S,Huddersfield,0,0.24028731,0.343639515,0.126041636,2017
486,6299,Connor Goldson,3,198,0,0.263481885,0,0,3,0,1,0,D S,Brighton,0,0.263481885,0.361854514,0.361854514,2017
487,6301,Jonathan Hogg,30,2425,0,0.321472382,0,0.586190928,11,9,8,1,M S,Huddersfield,0,0.321472382,4.865368423,4.239535681,2017
488,6303,Marvin Zeegelaar,12,995,0,0,1,0.86590562,0,7,4,1,D,Watford,0,0,2.392251036,1.817821388,2017
489,6328,Dean Whitehead,4,63,0,0,0,0,0,0,0,0,S,Huddersfield,0,0,0.065612916,0.065612916,2017
490,6344,Martin Cranie,3,184,0,0,0,0,0,0,0,0,D S,Huddersfield,0,0,0.157026634,0.157026634,2017
491,6369,Ethan Ampadu,1,9,0,0,0,0,0,0,0,0,S,Chelsea,0,0,0,0,2017
492,6384,Beni Baningime,8,185,0,0,0,0,0,0,1,0,M S,Everton,0,0,1.146098539,1.146098539,2017
493,6389,Nahki Wells,9,37,0,0.668709744,0,0,3,0,0,0,S,Burnley,0,0.668709744,0.690556664,0.02184692,2017
494,6409,Beram Kayal,19,731,0,0.341281116,0,0.450630721,4,11,2,0,M S,Brighton,0,0.341281116,1.050834045,0.433242884,2017
495,6410,Jack Simpson,1,74,0,0,0,0,0,0,0,0,D,Bournemouth,0,0,0,0,2017
496,6418,Hamza Choudhury,8,376,0,0.035843267,1,0.216339469,2,1,1,0,M S,Leicester,0,0.035843267,1.093845408,0.877505939,2017
497,6421,Brahim Diaz,5,40,0,0.493752867,0,0,3,0,0,0,S,Manchester City,0,0.493752867,0.51219598,0.018443113,2017
498,6430,Sam Baldock,2,28,0,0,0,0,0,0,0,0,S,Brighton,0,0,0.101305433,0.101305433,2017
499,6456,Callum Hudson-Odoi,2,25,0,0.104545265,0,0,2,0,0,0,S,Chelsea,0,0.104545265,0.202392697,0.097847432,2017
500,6457,Emerson Hyndman,1,60,0,0,0,0.022522176,0,1,0,0,M,Bournemouth,0,0,0.017591072,0.017591072,2017
501,6464,Adrien Silva,12,765,0,0.241592711,1,0.8903077,11,6,3,0,M S,Leicester,0,0.241592711,4.712758016,3.692299571,2017
502,6482,Eddie Nketiah,3,11,0,0.081466667,0,0,1,0,0,0,S,Arsenal,0,0.081466667,0.081466667,0,2017
503,6492,Reiss Nelson,3,147,0,0.068849705,0,0.034464572,2,1,0,0,M S,Arsenal,0,0.068849705,0.8568241,0.778419316,2017
504,6504,Michael Obafemi,1,7,0,0.54500246,0,0,1,0,0,0,S,Southampton,0,0.54500246,0.54500246,0,2017
505,6526,Jordan Hugill,3,13,0,0,0,0,0,0,0,0,S,West Ham,0,0,0,0,2017
506,6531,Alexander Sørloth,4,360,0,0.592835153,0,0.390256561,7,6,0,0,F M,Crystal Palace,0,0.592835153,1.512699509,0.765069351,2017
507,6532,Martin Dubravka,12,1080,0,0,0,0,0,0,0,0,GK,Newcastle United,0,0,0.508864934,0.508864934,2017
508,6544,Lukas Nmecha,2,8,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0,0,2017
509,6561,Tyrese Campbell,4,66,0,0.148751877,0,0,2,0,0,0,S,Stoke,0,0.148751877,0.07220915,0,2017
510,6630,Joe Willock,2,82,0,0.112656623,0,0,1,0,0,0,M S,Arsenal,0,0.112656623,0.469511151,0.356854528,2017
511,6657,Lasse Sorenson,1,78,0,0,1,0.368003875,0,2,0,0,M,Stoke,0,0,0.066940874,0.047353182,2017
512,6681,Harvey Barnes,3,5,0,0.054261658,0,0,1,0,0,0,S,Leicester,0,0.054261658,0.103347294,0.103347294,2017
513,6722,Konstantinos Mavropanos,3,194,0,0,0,0,0,0,0,1,D,Arsenal,0,0,0.982335836,0.982335836,2017
514,6756,Dwight McNeil,1,1,0,0,0,0,0,0,0,0,S,Burnley,0,0,0,0,2017
515,318,Pierre-Emerick Aubameyang,36,2740,22,23.54996673,5,4.989846891,94,33,0,0,F M S,Arsenal,18,19.74412243,26.58242625,6.48364295,2018
516,838,Sadio Mané,36,3100,22,16.76280808,1,5.123734524,87,45,2,0,F M S,Liverpool,22,16.76280808,28.40134636,8.485077821,2018
517,1250,Mohamed Salah,38,3274,22,21.79245018,8,10.46858951,137,68,1,0,F S,Liverpool,19,19.50894361,31.7802984,7.865945274,2018
518,619,Sergio Agüero,33,2515,21,19.94914648,8,5.22924312,118,34,3,0,F S,Manchester City,19,18.4268089,28.70022003,8.100998357,2018
519,755,Jamie Vardy,34,2740,18,19.11597566,4,5.137330133,79,32,3,1,F S,Leicester,14,15.31013133,20.78256238,1.905693213,2018
520,618,Raheem Sterling,34,2788,17,15.90764581,10,10.79203421,77,66,3,0,F M S,Manchester City,17,15.90764581,33.02193847,12.63253335,2018
521,647,Harry Kane,28,2437,17,16.12239446,4,4.56266322,102,30,5,0,F S,Tottenham,13,13.07775586,18.83823053,4.841164272,2018
522,701,Eden Hazard,37,2935,16,12.2990059,15,11.57039003,93,98,2,0,F S,Chelsea,12,9.254330594,25.32870591,11.54657028,2018
523,468,Callum Wilson,30,2548,14,16.01650068,9,5.955955449,65,31,3,0,F S,Bournemouth,13,14.49416294,21.33035941,5.061332297,2018
524,714,Gylfi Sigurdsson,38,3150,13,12.1183432,6,6.791106753,86,74,3,0,F M S,Everton,11,8.312648047,15.66706422,5.154639239,2018
525,882,Glenn Murray,38,2517,13,11.54133959,1,1.118022542,54,12,5,0,F S,Brighton,9,8.496664163,8.428033756,1.39601205,2018
526,1740,Paul Pogba,35,3013,13,15.87753973,9,5.186745171,105,55,6,0,M S,Manchester United,6,8.26585137,21.1259229,11.59351857,2018
527,3277,Alexandre Lacazette,35,2498,13,12.03369122,8,4.100151716,81,31,2,0,F S,Arsenal,13,12.03369122,22.07583812,8.813803712,2018
528,4105,Raúl Jiménez,38,3143,13,14.27359506,7,6.991126699,111,42,4,0,F M S,Wolverhampton Wanderers,11,12.75125746,20.91793861,4.337959003,2018
529,6026,Richarlison,35,2702,13,11.33397924,1,1.956237256,82,20,5,1,F M S,Everton,13,11.33397924,13.40034743,5.10016942,2018
530,453,Son Heung-Min,31,2061,12,8.363064634,6,3.965311402,74,33,2,1,F M S,Tottenham,12,8.363064634,16.20082509,6.026784576,2018
531,465,Joshua King,35,2987,12,13.54666024,3,4.257977558,72,37,3,0,F M S,Bournemouth,7,8.979647156,19.06766682,8.40738406,2018
532,482,Roberto Firmino,34,2631,12,13.73768975,6,6.344290216,75,43,0,0,F M S,Liverpool,11,12.97652091,24.34563909,9.149718434,2018
533,594,Romelu Lukaku,32,2113,12,13.10517836,0,2.320214493,55,21,4,0,F S,Manchester United,12,13.10517836,15.4257045,5.426005007,2018
534,770,Ayoze Pérez,37,2950,12,8.294692774,2,4.032593822,55,45,2,0,F M S,Newcastle United,12,8.294692774,15.60525764,5.6278331,2018
535,4422,Ashley Barnes,37,2379,12,13.25751417,2,3.640304793,65,22,8,0,F S,Burnley,10,11.7352133,14.35163469,2.096115822,2018
536,5549,Luka Milivojevic,38,3420,12,10.4910152,2,3.390341159,57,59,10,0,M,Crystal Palace,2,2.118194785,9.534872663,8.29860736,2018
537,773,Aleksandar Mitrovic,37,3285,11,15.452766,3,2.969133679,131,31,7,0,F,Fulham,10,14.6915971,18.89714307,5.371469744,2018
538,813,Salomón Rondón,32,2616,11,10.63537977,7,3.413187856,89,32,1,0,F S,Newcastle United,11,10.63537977,15.46367578,4.218266342,2018
539,337,Leroy Sané,31,1866,10,6.981944473,10,8.101670824,56,40,1,0,F M S,Manchester City,10,6.981944473,21.35401276,10.55832288,2018
540,522,Wilfried Zaha,34,3046,10,6.490763653,5,5.404334914,73,54,8,1,F M,Crystal Palace,10,6.490763653,16.55854271,7.036865544,2018
541,553,Anthony Martial,27,1632,10,7.954482201,2,3.247219565,39,36,2,0,F M S,Manchester United,9,7.193313342,11.79628643,3.600729597,2018
542,556,Marcus Rashford,33,2360,10,11.61445469,6,5.270443615,84,38,3,1,F M S,Manchester United,10,11.61445469,16.82212478,5.243192846,2018
543,591,Gerard Deulofeu,30,2110,10,8.33490495,5,4.962499324,60,30,3,0,F S,Watford,10,8.33490495,15.96712543,5.433882244,2018
544,865,Marko Arnautovic,28,2006,10,8.936904326,4,3.999954801,62,36,3,0,F M S,West Ham,9,8.175809696,12.37813069,2.847441448,2018
545,3293,Lucas Moura,32,2133,10,7.591315286,0,1.659078073,45,27,3,0,F M S,Tottenham,10,7.591315286,13.8225738,6.854322191,2018
546,4456,Chris Wood,38,2603,10,9.133252272,2,3.647217035,58,21,2,0,F S,Burnley,10,9.133252272,11.35635173,3.554675542,2018
547,574,Troy Deeney,32,2552,9,10.23063813,5,4.688378016,64,42,4,1,F S,Watford,8,9.469469296,13.36273073,2.953571115,2018
548,1208,Felipe Anderson,36,3073,9,5.527917227,4,6.779622458,58,65,3,0,F M,West Ham,9,5.527917227,14.42111604,5.719295345,2018
549,6854,Diogo Jota,33,2402,9,8.907186843,5,5.536081538,58,27,11,0,F M S,Wolverhampton Wanderers,9,8.907186843,16.15042924,4.578139786,2018
550,646,Christian Eriksen,35,2772,8,5.661049806,12,7.882119238,83,73,3,0,M S,Tottenham,8,5.661049806,16.6457856,9.100178128,2018
551,687,Pedro,31,1777,8,5.983355518,2,3.88420748,57,29,2,0,F S,Chelsea,8,5.983355518,15.40015416,8.180637848,2018
552,191,Chicharito,25,1336,7,7.8943788,1,1.25687279,37,5,2,0,F S,West Ham,7,7.8943788,7.684439622,0.754553961,2018
553,750,Riyad Mahrez,27,1333,7,6.616934344,4,5.006452024,54,24,0,0,F M S,Manchester City,7,5.855765522,14.37097149,6.827352051,2018
554,843,James Ward-Prowse,26,1940,7,3.401980562,0,3.281679369,31,47,4,0,D M S,Southampton,6,2.640811725,6.868372357,4.128472508,2018
555,986,Danny Ings,24,1694,7,9.915935902,3,3.348331379,56,28,1,0,F S,Southampton,4,7.63242927,10.71330946,2.754429467,2018
556,1660,Andre Gray,29,1343,7,5.848624136,2,2.09987356,35,14,2,0,F S,Watford,7,5.848624136,7.481086085,0.747526817,2018
557,1683,Ryan Fraser,38,3185,7,4.763551675,14,16.1838332,51,93,2,0,F M S,Bournemouth,7,4.763551675,19.63153717,7.55632118,2018
558,3635,Bernardo Silva,36,2851,7,8.196722451,7,8.63292845,62,71,3,0,F M S,Manchester City,7,8.196722451,29.9314293,16.89150685,2018
559,5543,Gabriel Jesus,29,993,7,12.62146437,3,2.651642159,43,21,1,0,F S,Manchester City,6,11.86029553,16.59242439,4.990890853,2018
560,6818,James Maddison,36,2877,7,7.372484354,7,7.9354384,83,100,3,1,F M S,Leicester,6,5.850146672,15.3045542,6.967955323,2018
561,6820,David Brooks,30,2317,7,6.465657106,5,5.877871763,41,30,3,0,F M S,Bournemouth,7,6.465657106,16.89172164,6.7509875,2018
562,154,André Schürrle,24,1670,6,3.322769968,0,1.926995996,55,21,2,0,F M S,Fulham,6,3.322769968,5.964587731,1.682358935,2018
563,314,Ilkay Gündogan,31,2133,6,4.213995781,3,4.967495605,43,43,3,0,M S,Manchester City,6,4.213995781,19.06555215,15.74966708,2018
564,317,Henrikh Mkhitaryan,25,1647,6,5.34356661,4,6.486032933,49,29,1,0,F M S,Arsenal,6,5.34356661,16.1001047,8.282573003,2018
565,531,Michail Antonio,33,2084,6,6.066020865,4,4.029214848,65,23,3,0,D F M S,West Ham,6,6.066020865,11.1793846,3.387628576,2018
566,617,David Silva,33,2426,6,8.128266392,8,10.11378312,51,73,3,0,M S,Manchester City,6,8.128266392,30.80764202,18.84659132,2018
567,688,Ruben Loftus-Cheek,24,969,6,3.240234071,2,1.010945581,28,17,0,0,M S,Chelsea,6,3.240234071,8.282618189,5.786224863,2018
568,775,Andros Townsend,38,3030,6,4.878757081,4,3.699902287,63,61,1,0,F M S,Crystal Palace,6,4.878757081,11.94432188,4.850387754,2018
569,790,Nathan Redmond,38,3283,6,7.911504412,4,5.312565145,74,52,3,0,F M S,Southampton,6,7.911504412,16.49273036,5.913362226,2018
570,888,Xherdan Shaqiri,24,1048,6,4.059152173,3,1.891757011,26,20,2,0,M S,Liverpool,6,4.059152173,7.922253352,3.420124656,2018
571,1723,Roberto Pereyra,33,2837,6,5.378575686,1,3.538155733,57,34,3,0,M,Watford,6,5.378575686,12.57223891,6.263587721,2018
572,5555,Dominic Calvert-Lewin,35,1763,6,6.17050913,2,1.639572617,52,12,3,0,F M S,Everton,6,6.17050913,8.368763285,1.369786927,2018
573,489,James Milner,31,1775,5,3.356382109,4,5.641537204,24,44,5,1,D M S,Liverpool,2,1.072875601,12.48755754,9.807761224,2018
574,499,Mesut Özil,24,1751,5,2.226021744,2,4.290135236,11,45,2,0,M S,Arsenal,5,2.226021744,11.98287528,8.060832223,2018
575,503,Theo Walcott,37,2127,5,6.505236777,2,2.884311942,42,21,1,0,M S,Everton,5,6.505236777,10.27176571,2.548821351,2018
576,533,Mark Noble,31,2339,5,3.59021515,5,1.722764013,17,21,6,1,M S,West Ham,1,0.545613993,7.524794075,5.903578427,2018
577,645,Dele Alli,25,1847,5,5.950443022,3,3.293327419,39,27,4,0,M S,Tottenham,5,5.950443022,12.95524089,5.540952813,2018
578,839,Shane Long,26,1262,5,5.437479774,1,1.601300633,30,13,3,0,F M S,Southampton,5,5.437479774,6.827495467,1.345469946,2018
579,1293,Gonzalo Higuaín,14,1100,5,5.379232861,0,1.426360287,46,15,0,0,F S,Chelsea,5,5.379232861,8.476495117,1.861634213,2018
580,1678,Michy Batshuayi,11,766,5,3.699795334,0,0.104098661,27,2,0,0,F S,Crystal Palace,5,3.699795334,5.173523512,1.545631146,2018
581,1726,Abdoulaye Doucouré,35,3062,5,6.849441897,6,5.389012934,51,38,7,0,M S,Watford,5,6.849441897,16.31138738,6.468340537,2018
582,1804,Álvaro Morata,16,951,5,6.410967104,0,0.214856956,35,7,3,0,F S,Chelsea,5,6.410967104,7.641959243,1.698903173,2018
583,2390,Víctor Camarasa,32,2606,5,3.907942879,4,3.626393,41,50,6,0,M S,Cardiff,4,3.146774041,7.982398683,4.113611032,2018
584,5176,Ryan Babel,16,1276,5,5.748053716,3,2.548404031,27,23,3,0,F M S,Fulham,5,5.748053716,10.39795954,4.037542799,2018
585,6047,Shane Duffy,35,3087,5,3.38233583,1,0.265911516,37,7,4,1,D,Brighton,5,3.38233583,3.071825012,2.714450054,2018
586,6827,Bobby Reid,27,1414,5,3.804596912,2,1.058872975,27,16,0,0,F M S,Cardiff,4,3.043428075,4.874457709,2.006671106,2018
587,76,Fabian Schär,24,2007,4,2.165339669,1,0.73586558,25,11,12,0,D S,Newcastle United,4,2.165339669,5.651489559,4.657007211,2018
588,204,Granit Xhaka,29,2511,4,1.881140892,2,3.515732816,29,40,10,0,D M,Arsenal,4,1.881140892,15.24371352,12.58072133,2018
589,343,Pierre-Emile Højbjerg,31,2770,4,2.25584799,3,2.347817516,53,28,7,2,M,Southampton,4,2.25584799,10.25845601,7.33534093,2018
590,504,Aaron Ramsey,28,1326,4,3.707662949,6,2.30365533,33,25,0,0,M S,Arsenal,4,3.707662949,8.951478815,3.683659363,2018
591,558,Jesse Lingard,27,1677,4,4.844160246,2,3.156424998,32,17,3,0,F M S,Manchester United,3,4.082991349,10.80028724,5.214572966,2018
592,579,Nathan Aké,38,3414,4,4.548658574,0,1.32182366,25,7,3,0,D M,Bournemouth,4,4.548658574,8.874473712,7.66622424,2018
593,644,Erik Lamela,19,969,4,3.764035584,2,2.165191598,29,23,2,0,M S,Tottenham,4,3.764035584,8.188834079,3.967588993,2018
594,751,N&#039;Golo Kanté,36,3103,4,3.03372803,4,3.732989227,29,46,3,0,M,Chelsea,4,3.03372803,17.04497744,12.48497474,2018
595,757,Jeffrey Schlupp,30,1650,4,3.303493945,1,1.407040109,28,16,1,0,F M S,Crystal Palace,4,3.303493945,7.353200106,3.319331795,2018
596,762,Demarai Gray,34,2009,4,4.561489956,1,0.984257562,47,17,2,0,F M S,Leicester,4,4.561489956,9.417321712,4.20408866,2018
597,833,Virgil van Dijk,38,3388,4,3.510545489,2,1.265912031,31,7,1,0,D,Liverpool,4,3.510545489,17.47235201,16.65699735,2018
598,1823,Lucas Digne,35,2968,4,1.199989852,4,7.708517912,34,71,5,1,D S,Everton,4,1.199989852,9.515081946,5.53166626,2018
599,4027,Sol Bamba,28,2476,4,4.121445272,1,0.143286873,22,4,7,0,D M,Cardiff,4,4.121445272,2.972421862,1.669757997,2018
600,6824,Nathaniel Mendez-Laing,20,980,4,2.161476949,1,1.297620205,20,19,0,0,M S,Cardiff,3,1.400308112,2.942420318,0.428881416,2018
601,6826,Callum Paterson,27,1987,4,4.948024467,1,2.86744759,41,23,4,0,D F M S,Cardiff,4,4.948024467,5.481852527,1.320465063,2018
602,6850,Willy Boly,36,3168,4,3.634888389,0,1.566812715,23,11,2,1,D,Wolverhampton Wanderers,4,3.634888389,7.48788308,5.965667568,2018
603,6852,Matt Doherty,38,3145,4,5.275961845,5,5.037374325,46,38,5,0,D M S,Wolverhampton Wanderers,4,5.275961845,13.51468342,7.995736857,2018
604,6853,Rúben Neves,35,3014,4,3.393738809,3,1.883131634,74,24,8,0,M S,Wolverhampton Wanderers,2,1.871401119,10.34872141,8.176535649,2018
605,7390,Karlan Grant,13,868,4,3.276358571,0,0.267343169,21,8,0,0,F M S,Huddersfield,4,3.276358571,3.671061214,0.281402694,2018
606,239,Pascal Groß,25,1896,3,4.143626761,3,5.608689467,24,54,1,0,M S,Brighton,2,2.621289086,6.614904933,2.356039437,2018
607,484,Divock Origi,12,357,3,2.243099574,1,0.188011404,13,3,0,0,F S,Liverpool,3,2.243099574,1.409278648,0.699413121,2018
608,494,Laurent Koscielny,17,1326,3,2.112584164,0,0.1201596,5,2,1,0,D S,Arsenal,3,2.112584164,3.885790169,3.851031471,2018
609,500,Alex Iwobi,35,1974,3,3.71997503,6,7.637422041,35,40,0,0,F M S,Arsenal,3,3.71997503,18.20713305,9.561200166,2018
610,554,Juan Mata,22,1306,3,1.576235916,2,3.700427219,19,30,3,0,F M S,Manchester United,3,1.576235916,5.144089694,2.19555278,2018
611,568,José Holebas,28,2395,3,0.942371628,6,4.580443743,17,38,12,1,D S,Watford,3,0.942371628,7.107876502,5.283567451,2018
612,581,Craig Cathcart,36,3104,3,1.846564718,0,0.108064927,13,1,2,0,D S,Watford,3,1.846564718,4.140127348,4.140127348,2018
613,592,Ross Barkley,27,1228,3,3.65217239,5,2.515679384,40,22,1,0,M S,Chelsea,3,3.65217239,10.35679528,5.419117795,2018
614,633,James McArthur,38,3095,3,4.505421018,6,3.721206667,34,31,7,0,M S,Crystal Palace,3,4.505421018,11.97967673,6.77319398,2018
615,643,Eric Dier,20,1519,3,1.41760977,0,1.100815434,9,8,4,0,D M S,Tottenham,3,1.41760977,5.309163231,4.851273376,2018
616,700,Willian,32,2123,3,4.348796595,6,6.518496552,62,79,2,0,F S,Chelsea,3,4.348796595,12.74477204,6.436568222,2018
617,730,Patrick van Aanholt,36,3202,3,2.811132194,2,4.718274736,45,35,3,0,D,Crystal Palace,3,2.811132194,10.49082082,5.863855212,2018
618,748,Wes Morgan,22,1932,3,1.535455257,0,0.138554135,14,3,1,2,D S,Leicester,3,1.535455257,2.382968205,2.275229919,2018
619,771,Georginio Wijnaldum,35,2749,3,3.180203889,0,1.943438842,30,25,3,0,M S,Liverpool,3,3.180203889,14.71228356,10.54769176,2018
620,875,Ciaran Clark,11,850,3,0.465256559,0,0.052879687,7,2,1,0,D S,Newcastle United,3,0.465256559,1.967474923,1.637007289,2018
621,1661,Sam Vokes,20,918,3,2.730117625,0,0.898575936,22,8,0,0,F S,Burnley,3,2.730117625,1.624670044,0.298060149,2018
622,1663,Johann Berg Gudmundsson,29,1732,3,2.613457961,6,3.586493559,33,37,2,0,M S,Burnley,3,2.613457961,7.218740661,3.094682716,2018
623,1665,James Tarkowski,35,3086,3,3.640874881,1,0.201709475,22,5,8,0,D,Burnley,3,3.640874881,3.374764138,3.225081301,2018
624,1676,David Luiz,36,3240,3,2.897742646,2,2.858749484,34,20,3,0,D,Chelsea,3,2.897742646,13.10518346,11.97844441,2018
625,1687,Harry Maguire,31,2599,3,1.860539778,0,0.666572453,30,11,6,1,D,Leicester,3,1.860539778,6.041916689,5.482059706,2018
626,1700,Lucas Pérez,15,462,3,1.394628212,0,0.876751199,9,8,0,0,F S,West Ham,3,1.394628212,3.152090989,1.130239164,2018
627,1746,Jeff Hendrick,32,2089,3,1.789625514,0,1.073265357,19,12,4,0,M S,Burnley,3,1.789625514,3.25222853,1.367061216,2018
628,2498,Aymeric Laporte,35,3059,3,3.752195829,3,0.839077218,26,13,3,0,D S,Manchester City,3,3.752195829,22.07323552,21.05890275,2018
629,3683,Ivan Cavaleiro,23,670,3,2.374942392,1,1.578732409,13,19,1,0,F M S,Wolverhampton Wanderers,3,2.374942392,4.368759505,0.902554777,2018
630,4068,Florin Andone,23,861,3,3.488338144,0,0.096053384,19,2,5,0,F S,Brighton,3,3.488338144,2.457792703,0.631505081,2018
631,4395,Junior Hoilett,32,2144,3,3.1675137,1,1.337989422,40,25,4,0,F M S,Cardiff,3,3.1675137,5.066414901,1.249392712,2018
632,4866,Aboubakar Kamara,13,678,3,3.527874892,0,0.771465963,21,11,2,0,F M S,Fulham,2,2.005537204,4.646231197,1.957985039,2018
633,5956,Youri Tielemans,13,1098,3,2.055863954,4,2.503078487,31,16,2,0,M,Leicester,3,2.055863954,8.308924079,5.261959717,2018
634,6030,Zanka,24,2151,3,1.484162727,1,0.392721122,8,8,6,0,D,Huddersfield,3,1.484162727,2.341267809,1.467076067,2018
635,6033,Aaron Mooy,29,2326,3,2.420327784,1,2.745380754,43,43,4,0,M S,Huddersfield,2,1.659158947,5.216703268,3.481635001,2018
636,6477,Cenk Tosun,25,1036,3,4.990846138,3,0.961965702,37,13,3,0,F S,Everton,3,4.990846138,5.43972542,0.845943186,2018
637,6756,Dwight McNeil,21,1610,3,1.827622239,5,3.462273061,27,26,2,0,M S,Burnley,3,1.827622239,4.028138068,1.983707266,2018
638,6828,Josh Murphy,29,1844,3,3.738527121,2,3.524582718,46,16,2,0,F M S,Cardiff,3,3.738527121,5.715318343,0.76653959,2018
639,6893,Stuart Armstrong,29,1424,3,2.117169315,2,1.648089758,32,29,2,0,M S,Southampton,3,2.117169315,6.378683899,3.598644446,2018
640,447,Kevin De Bruyne,19,965,2,1.474241135,2,6.654021034,31,36,2,0,M S,Manchester City,2,1.474241135,12.20219866,8.481829759,2018
641,461,Matt Ritchie,36,2965,2,4.438608217,8,5.112595866,41,60,9,0,D M S,Newcastle United,1,2.916270522,10.17897044,4.691090314,2018
642,462,Dan Gosling,25,1729,2,2.394561046,1,0.964506395,21,9,8,0,M S,Bournemouth,2,2.394561046,9.242941772,7.027775039,2018
643,463,Junior Stanislas,23,1016,2,3.104417078,3,2.488869229,34,15,1,0,D M S,Bournemouth,1,2.343248241,5.237212658,2.5536738,2018
644,483,Daniel Sturridge,18,484,2,1.498253494,1,1.072214853,18,8,1,0,F S,Liverpool,2,1.498253494,4.1982694,2.537229821,2018
645,502,Olivier Giroud,27,808,2,5.060872016,4,2.291187188,32,18,1,0,F S,Chelsea,2,5.060872016,7.711165013,2.78238266,2018
646,508,Calum Chambers,31,2588,2,2.442220211,0,0.960989953,35,16,9,0,D M S,Fulham,2,2.442220211,7.281570297,6.194431213,2018
